discussion_id,post_id,author_id,creation_date,parent_post_id,parent_missing,text_id,points,discussion_stance_id,response_type
878,116260,15047,6/15/2010 7:29,91330,0,513175,5,1,disputed
878,116275,11003,6/15/2010 9:29,116230,0,513269,4,1,disputed
878,116276,11003,6/15/2010 9:30,86493,0,513367,1,0,disputed
878,116289,7305,6/15/2010 10:13,116246,0,513041,-1,1,disputed
878,116664,19978,6/18/2010 3:19,116260,0,513176,1,0,disputed
878,116665,16200,6/18/2010 3:21,0,0,513523,-11,2,
878,116666,19978,6/18/2010 3:21,116233,0,513198,4,1,disputed
878,116667,19978,6/18/2010 3:26,0,0,512939,2,0,
878,116668,16200,6/18/2010 3:26,116666,0,513199,0,0,disputed
878,116672,16200,6/18/2010 3:31,96206,0,513316,2,0,disputed
878,116673,19978,6/18/2010 3:31,0,0,513396,2,1,
878,116674,19978,6/18/2010 3:33,114277,0,513377,2,0,disputed
878,116675,16200,6/18/2010 3:33,116275,0,513270,1,0,disputed
878,116677,19978,6/18/2010 3:34,109257,0,513272,1,0,disputed
878,116679,16200,6/18/2010 3:38,116247,0,513393,1,0,disputed
878,116680,19978,6/18/2010 3:38,116672,0,513317,3,0,supported
878,116681,16200,6/18/2010 3:41,116680,0,513318,1,1,disputed
878,116682,16200,6/18/2010 3:42,102339,0,513265,3,0,disputed
878,116715,11003,6/18/2010 7:26,116675,0,513271,1,1,disputed
878,116716,11003,6/18/2010 7:33,79011,0,513257,1,1,supported
878,116717,11003,6/18/2010 7:36,116677,0,513273,3,1,disputed
878,116762,19749,6/18/2010 12:27,116716,0,513258,1,1,supported
878,116791,11003,6/18/2010 15:03,116762,0,513259,1,1,supported
878,116822,11600,6/18/2010 19:53,0,0,513397,2,1,
878,117135,21590,6/20/2010 19:39,0,0,513324,3,1,
878,117721,19978,6/24/2010 4:34,116668,0,513200,1,1,disputed
878,117722,19978,6/24/2010 4:36,116717,0,513274,1,0,disputed
878,117723,19978,6/24/2010 4:38,116681,0,513319,1,1,supported
878,117724,19978,6/24/2010 4:38,116682,0,513266,3,0,supported
878,117737,11003,6/24/2010 11:23,117722,0,513275,1,1,disputed
878,117819,2081,6/24/2010 20:18,71251,0,512920,2,1,disputed
878,118009,2081,6/25/2010 15:47,15093,0,512991,1,1,disputed
878,118613,11600,6/28/2010 20:42,0,0,513398,2,1,
878,118627,12070,6/28/2010 21:07,0,0,513399,2,1,
878,121041,14484,7/11/2010 19:29,0,0,513400,2,1,
878,121751,22257,7/14/2010 10:46,0,0,513401,2,1,
878,121753,22257,7/14/2010 10:55,0,0,513325,3,1,
878,123201,27887,7/22/2010 11:07,97151,0,512898,1,0,disputed
878,123202,27887,7/22/2010 11:10,0,0,512940,2,0,
878,123203,27887,7/22/2010 11:13,0,0,512943,2,0,
878,123205,27887,7/22/2010 11:21,0,0,512944,2,0,
878,123206,27887,7/22/2010 11:26,112271,0,512989,1,0,disputed
878,123213,27733,7/22/2010 12:38,0,0,513402,2,1,
878,123963,20452,7/27/2010 0:51,84500,0,513157,1,0,disputed
878,126978,5035,8/12/2010 21:00,123201,0,512899,1,1,disputed
878,126980,5035,8/12/2010 21:04,123206,0,512990,1,1,disputed
878,126986,5035,8/12/2010 21:24,78990,0,513261,2,1,supported
878,126990,5035,8/12/2010 21:34,76053,0,512935,1,1,disputed
878,126991,5035,8/12/2010 21:39,123202,0,512941,2,1,disputed
878,127338,19749,8/14/2010 17:15,126986,0,513262,2,1,supported
878,127628,27663,8/15/2010 18:58,91330,0,513177,4,1,disputed
878,127629,27663,8/15/2010 19:07,116233,0,513196,8,1,disputed
878,127630,27663,8/15/2010 19:20,34109,0,512980,1,1,disputed
878,127634,27663,8/15/2010 19:31,58714,0,513009,3,1,disputed
878,127636,27663,8/15/2010 19:39,4028,0,513245,2,1,disputed
878,127639,27663,8/15/2010 19:45,39796,0,513293,1,1,disputed
878,129737,5035,8/26/2010 20:20,116791,0,513260,1,1,supported
878,129741,20574,8/26/2010 20:32,3663,0,513184,6,0,disputed
878,129743,5035,8/26/2010 20:40,69264,0,512978,1,1,disputed
878,130721,11763,9/1/2010 19:29,71251,0,512926,1,1,disputed
878,137350,14401,11/7/2010 19:27,0,0,513403,2,1,
878,137351,14401,11/7/2010 19:33,0,0,513404,2,1,
878,137443,22114,11/8/2010 12:22,27533,0,513019,1,1,disputed
878,140346,2365,11/26/2010 18:08,15093,0,512992,1,1,disputed
878,140353,11366,11/26/2010 18:50,0,0,513326,3,1,
878,141162,846,12/2/2010 23:05,0,0,513405,2,1,
878,141868,10355,12/8/2010 18:07,0,0,513406,2,1,
878,142812,29061,12/15/2010 12:16,0,0,513125,0,1,
878,146299,19449,1/12/2011 21:09,0,0,513046,1,0,
878,146580,9146,1/16/2011 4:54,0,0,513407,2,1,
878,147530,4731,1/23/2011 14:30,0,0,513408,2,1,
878,147794,16901,1/26/2011 5:53,0,0,513409,2,1,
878,147873,10428,1/26/2011 19:52,0,0,513410,2,1,
878,148493,16716,2/2/2011 11:40,92105,0,512915,0,0,disputed
878,148496,13418,2/2/2011 14:58,0,0,513049,1,0,
878,148942,21877,2/6/2011 23:09,0,0,513050,1,0,
878,149088,10745,2/8/2011 1:50,0,0,513411,2,1,
878,149266,13161,2/9/2011 16:47,117819,0,512921,2,3,disputed
878,149276,2081,2/9/2011 18:21,149266,0,512922,1,1,disputed
878,149277,2081,2/9/2011 18:38,110906,0,512907,2,1,disputed
878,149820,17724,2/13/2011 18:01,0,0,513412,2,1,
878,150090,25574,2/15/2011 10:36,34109,0,512981,1,1,disputed
878,150121,7846,2/15/2011 14:32,0,0,512945,2,4,
878,150139,12713,2/15/2011 16:11,0,0,513413,2,1,
878,150446,18860,2/18/2011 16:02,0,0,513053,1,0,
878,151225,28206,2/23/2011 23:19,148942,0,513051,2,1,disputed
878,151227,28206,2/23/2011 23:25,150121,0,512946,2,1,disputed
878,151228,28206,2/23/2011 23:31,150446,0,513054,1,1,disputed
878,151230,28206,2/23/2011 23:34,146299,0,513047,1,1,disputed
878,151231,28206,2/23/2011 23:38,148493,0,512916,1,1,disputed
878,151233,28206,2/23/2011 23:45,34109,0,512982,1,1,disputed
878,151483,19449,2/26/2011 10:14,151230,0,513048,0,1,disputed
878,153435,19449,3/8/2011 16:22,116289,0,513042,1,0,disputed
878,153440,19449,3/8/2011 16:30,149277,0,512908,1,0,disputed
878,153444,18505,3/8/2011 16:35,0,0,513414,2,1,
878,153446,19449,3/8/2011 16:39,137443,0,513020,1,0,disputed
878,153564,6645,3/8/2011 23:57,0,0,513415,2,1,
878,160493,2081,4/6/2011 22:47,153440,0,512909,1,1,disputed
878,160673,19449,4/7/2011 12:36,160493,0,512910,1,0,disputed
878,161100,2081,4/9/2011 13:44,160673,0,512911,1,1,disputed
878,161335,7305,4/10/2011 12:28,153435,0,513043,1,1,disputed
878,162780,19449,4/14/2011 17:31,161335,0,513044,1,0,disputed
878,164853,4796,4/22/2011 2:47,0,0,513416,2,1,
878,167844,15558,5/1/2011 20:32,0,0,513417,2,1,
878,178757,24676,6/6/2011 19:18,110906,0,512912,2,1,disputed
878,178805,7305,6/7/2011 1:52,162780,0,513045,1,1,disputed
878,182497,7846,6/27/2011 11:16,151227,0,512947,-1,0,disputed
878,183186,7846,7/1/2011 10:33,0,0,512948,2,0,
878,183803,1983,7/3/2011 22:38,0,0,513493,1,1,
878,186878,15558,7/23/2011 2:18,0,0,513418,2,1,
878,186882,10870,7/23/2011 3:17,0,0,513419,2,1,
878,192000,25036,9/10/2011 11:11,0,0,513421,2,1,
878,197235,28057,10/15/2011 14:47,186882,0,513420,0,0,disputed
878,197249,19749,10/15/2011 16:16,0,0,513422,2,1,
878,197466,3455,10/17/2011 7:52,116233,0,513201,3,1,disputed
878,202664,10145,11/7/2011 0:47,0,0,513056,1,0,
878,202726,28014,11/7/2011 14:54,149266,0,512923,1,1,disputed
878,203876,18095,11/14/2011 16:38,130721,0,512927,1,1,supported
878,203935,4477,11/14/2011 22:11,0,0,513327,3,1,
878,203943,9424,11/14/2011 22:45,0,0,513423,2,10,
878,207618,9203,12/7/2011 20:43,0,0,513329,3,1,
878,210537,9871,12/29/2011 13:05,0,0,513424,2,10,
878,211313,15401,1/4/2012 9:32,0,0,513425,2,1,
878,211315,18417,1/4/2012 9:44,0,0,513426,2,11,
878,211715,8205,1/6/2012 9:58,0,0,513427,2,1,
878,211876,16845,1/6/2012 23:22,107025,0,513193,4,6,disputed
878,213286,7495,1/14/2012 0:03,0,0,513428,2,1,
878,215573,2212,1/20/2012 8:48,0,0,513429,2,1,
878,225682,28296,2/18/2012 19:15,0,0,513430,2,1,
878,225684,28296,2/18/2012 19:18,71251,0,512929,1,1,disputed
878,225686,28296,2/18/2012 19:23,3905,0,512962,1,1,disputed
878,225691,28296,2/18/2012 19:36,3557,0,513154,1,1,disputed
878,225693,28296,2/18/2012 19:45,3627,0,513221,2,0,clarified
878,225696,28296,2/18/2012 19:56,3701,0,513168,1,1,disputed
878,229559,23659,2/29/2012 11:12,0,0,513330,3,1,
878,229560,23659,2/29/2012 11:15,225682,0,513431,2,1,supported
878,230589,1671,3/1/2012 18:02,0,0,513432,2,1,
878,232736,2591,3/8/2012 7:19,203876,0,512928,1,0,disputed
878,232737,2591,3/8/2012 7:29,0,0,512949,2,0,
878,232959,26531,3/8/2012 20:49,0,0,513058,1,0,
878,232962,26531,3/8/2012 21:11,0,0,513331,3,1,
878,236463,8240,3/19/2012 9:33,0,0,513059,1,0,
878,236616,8220,3/19/2012 20:07,0,0,513062,1,0,
878,238264,27097,3/26/2012 17:12,0,0,513063,1,0,
878,240321,7846,4/3/2012 16:49,0,0,512894,3,0,
878,243143,9525,4/13/2012 8:13,0,0,513332,3,1,
878,244363,19218,4/19/2012 20:36,0,0,513065,1,0,
878,244374,19218,4/19/2012 20:52,0,0,513066,1,0,
878,244377,19218,4/19/2012 20:59,0,0,513067,1,0,
878,244378,19218,4/19/2012 21:00,0,0,512954,2,0,
878,244495,20983,4/20/2012 16:04,0,0,513333,3,1,
878,245115,24370,4/23/2012 18:15,0,0,513433,2,1,
878,245116,24370,4/23/2012 18:17,0,0,513434,2,1,
878,245118,24370,4/23/2012 18:23,0,0,513435,2,1,
878,245119,24370,4/23/2012 18:47,34019,0,513006,0,1,disputed
878,245120,24370,4/23/2012 18:55,110906,0,512913,1,1,disputed
878,245121,24370,4/23/2012 18:59,110906,0,512914,1,1,disputed
878,245123,24370,4/23/2012 19:45,3663,0,513202,3,0,disputed
878,245577,16222,4/26/2012 14:00,0,0,513436,2,1,
878,246823,4178,5/3/2012 12:30,3663,0,513203,3,0,disputed
878,246828,4178,5/3/2012 12:32,91330,0,513180,3,1,disputed
878,247855,20179,5/9/2012 8:42,0,0,513437,2,1,
878,248340,23633,5/11/2012 10:40,0,0,513438,2,1,
878,248992,22619,5/14/2012 15:37,34109,0,512983,1,1,disputed
878,248993,22619,5/14/2012 15:40,127629,0,513197,1,1,supported
878,249222,8733,5/15/2012 13:58,0,0,513439,2,1,
